Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1_Performance_Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score
"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","New York","NY","10016","NEW YORK","0.881941","10 out of 10","9 out of 9","10 out of 10","0.912094","10 out of 10","9 out of 9","10 out of 10","0.913029","10 out of 10","9 out of 9","10 out of 10","0.448507","10 out of 10","9 out of 9","10 out of 10","0.282","4 out of 10","6 out of 9","6 out of 10","0.810","0 out of 10","4 out of 9","4 out of 10","0 out of 10","2.056","0 out of 10","0 out of 9","0 out of 10","1.903","0 out of 10","0 out of 9","0 out of 10"
"330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","Rome","NY","13440","ONEIDA","0.857784","7 out of 10","Not Available","7 out of 10","0.857458","0 out of 10","0 out of 9","0 out of 10","0.889197","3 out of 10","3 out of 9","3 out of 10","0.513069","6 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","Oswego","NY","13069","OSWEGO","0.861647","9 out of 10","9 out of 9","9 out of 10","0.898683","9 out of 10","9 out of 9","9 out of 10","0.901239","8 out of 10","9 out of 9","9 out of 10","0.342383","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","1.438","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","Buffalo","NY","14215","ERIE","0.855916","6 out of 10","Not Available","6 out of 10","0.882658","1 out of 10","3 out of 9","3 out of 10","0.886377","2 out of 10","Not Available","2 out of 10","0.468100","9 out of 10","0 out of 9","9 out of 10","0.436","1 out of 10","6 out of 9","6 out of 10","0.564","3 out of 10","0 out of 9","3 out of 10","1 out of 10","1.133","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","Brooklyn","NY","11237","KINGS","0.860580","8 out of 10","0 out of 9","8 out of 10","0.879723","0 out of 10","0 out of 9","0 out of 10","0.867936","0 out of 10","0 out of 9","0 out of 10","0.369875","10 out of 10","9 out of 9","10 out of 10","1.342","0 out of 10","0 out of 9","0 out of 10","1.520","0 out of 10","1 out of 9","1 out of 10","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","Massena","NY","13662","ST. LAWRENCE","0.851782","3 out of 10","Not Available","3 out of 10","0.882256","1 out of 10","5 out of 9","5 out of 10","0.852792","0 out of 10","0 out of 9","0 out of 10","0.716335","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330224","HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","105 MARY'S AVENUE","Kingston","NY","12401","ULSTER","0.860459","Not Available","Not Available","Not Available","0.881393","Not Available","Not Available","Not Available","0.873970","0 out of 10","Not Available","0 out of 10","0.388031","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","Rochester","NY","14626","MONROE","0.850646","2 out of 10","0 out of 9","2 out of 10","0.875722","0 out of 10","0 out of 9","0 out of 10","0.890725","4 out of 10","0 out of 9","4 out of 10","0.435343","10 out of 10","9 out of 9","10 out of 10","0.697","0 out of 10","0 out of 9","0 out of 10","1.245","0 out of 10","5 out of 9","5 out of 10","1 out of 10","1.097","0 out of 10","0 out of 9","0 out of 10","0.514","3 out of 10","4 out of 9","4 out of 10"
"330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","Dunkirk","NY","14048","CHAUTAUQUA","0.864719","Not Available","Not Available","Not Available","0.877018","0 out of 10","0 out of 9","0 out of 10","0.883951","1 out of 10","Not Available","1 out of 10","0.428940","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","Jamaica","NY","11432","QUEENS","0.852032","Not Available","Not Available","Not Available","0.889095","4 out of 10","4 out of 9","4 out of 10","0.886217","2 out of 10","Not Available","2 out of 10","0.379115","10 out of 10","9 out of 9","10 out of 10","1.328","0 out of 10","0 out of 9","0 out of 10","3.261","0 out of 10","2 out of 9","2 out of 10","2 out of 10","1.087","0 out of 10","3 out of 9","3 out of 10","0.932","0 out of 10","0 out of 9","0 out of 10"
"330232","ST MARY'S HOSPITAL ( TROY )","1300 MASSACHUSETTS AVENUE","Troy","NY","12180","RENSSELAER","0.849723","2 out of 10","Not Available","2 out of 10","0.882379","1 out of 10","2 out of 9","2 out of 10","0.897973","7 out of 10","8 out of 9","8 out of 10","0.338416","10 out of 10","9 out of 9","10 out of 10","0.722","0 out of 10","0 out of 9","0 out of 10","1.255","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","1 BROOKDALE PLAZA","Brooklyn","NY","11212","KINGS","0.849405","2 out of 10","3 out of 9","3 out of 10","0.895394","7 out of 10","7 out of 9","7 out of 10","0.869097","0 out of 10","0 out of 9","0 out of 10","0.444616","10 out of 10","9 out of 9","10 out of 10","0.451","1 out of 10","7 out of 9","7 out of 10","2.802","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2.520","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","Valhalla","NY","10595","WESTCHESTER","0.875345","10 out of 10","9 out of 9","10 out of 10","0.869968","0 out of 10","0 out of 9","0 out of 10","0.900200","8 out of 10","8 out of 9","8 out of 10","0.639030","0 out of 10","4 out of 9","4 out of 10","0.410","2 out of 10","0 out of 9","2 out of 10","1.574","0 out of 10","1 out of 9","1 out of 10","3 out of 10","0.760","0 out of 10","1 out of 9","1 out of 10","2.350","0 out of 10","6 out of 9","6 out of 10"
"330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","Auburn","NY","13021","CAYUGA","0.870020","10 out of 10","9 out of 9","10 out of 10","0.896284","8 out of 10","8 out of 9","8 out of 10","0.895079","6 out of 10","7 out of 9","7 out of 10","0.413036","10 out of 10","9 out of 9","10 out of 10","0.873","0 out of 10","Not Available","0 out of 10","Not Available","Not Available","Not Available","Not Available","2 out of 10","0.584","2 out of 10","0 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available"
"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","Brooklyn","NY","11215","KINGS","0.868193","10 out of 10","9 out of 9","10 out of 10","0.899804","9 out of 10","0 out of 9","9 out of 10","0.894885","6 out of 10","2 out of 9","6 out of 10","0.549685","4 out of 10","2 out of 9","4 out of 10","0.339","3 out of 10","4 out of 9","4 out of 10","1.684","0 out of 10","3 out of 9","3 out of 10","3 out of 10","0.652","1 out of 10","0 out of 9","1 out of 10","0.339","5 out of 10","4 out of 9","5 out of 10"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","Dansville","NY","14437","LIVINGSTON","0.865052","Not Available","Not Available","Not Available","0.876496","0 out of 10","0 out of 9","0 out of 10","0.876457","0 out of 10","0 out of 9","0 out of 10","0.420286","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","Jamestown","NY","14701","CHAUTAUQUA","0.876634","10 out of 10","9 out of 9","10 out of 10","0.880687","0 out of 10","0 out of 9","0 out of 10","0.871150","0 out of 10","0 out of 9","0 out of 10","0.370021","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","1.636","0 out of 10","2 out of 9","2 out of 10","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","New York","NY","10037","NEW YORK","0.865341","Not Available","Not Available","Not Available","0.885467","2 out of 10","Not Available","2 out of 10","0.886211","Not Available","Not Available","Not Available","0.444498","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","0.983","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","Syracuse","NY","13210","ONONDAGA","0.838016","0 out of 10","0 out of 9","0 out of 10","0.899007","9 out of 10","9 out of 9","9 out of 10","0.914513","10 out of 10","9 out of 9","10 out of 10","0.701640","0 out of 10","1 out of 9","1 out of 10","0.168","6 out of 10","5 out of 9","6 out of 10","1.115","0 out of 10","0 out of 9","0 out of 10","6 out of 10","0.313","5 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","Utica","NY","13501","ONEIDA","0.860610","8 out of 10","9 out of 9","9 out of 10","0.869999","0 out of 10","0 out of 9","0 out of 10","0.880643","0 out of 10","0 out of 9","0 out of 10","0.665106","0 out of 10","2 out of 9","2 out of 10","0.483","0 out of 10","0 out of 9","0 out of 10","1.095","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0.732","0 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","Port Jefferson","NY","11777","SUFFOLK","0.876915","10 out of 10","Not Available","10 out of 10","0.889857","4 out of 10","3 out of 9","4 out of 10","0.902555","9 out of 10","9 out of 9","9 out of 10","0.501260","7 out of 10","7 out of 9","7 out of 10","0.798","0 out of 10","0 out of 9","0 out of 10","0.345","6 out of 10","6 out of 9","6 out of 10","0 out of 10","0.808","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","Plattsburgh","NY","12901","CLINTON","0.872540","10 out of 10","9 out of 9","10 out of 10","0.891805","5 out of 10","5 out of 9","5 out of 10","0.899230","7 out of 10","0 out of 9","7 out of 10","0.633291","0 out of 10","3 out of 9","3 out of 10","0.381","2 out of 10","5 out of 9","5 out of 10","0.719","1 out of 10","0 out of 9","1 out of 10","1 out of 10","1.286","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","Rockville Centre","NY","11571","NASSAU","0.856367","6 out of 10","Not Available","6 out of 10","0.888722","4 out of 10","2 out of 9","4 out of 10","0.872328","0 out of 10","2 out of 9","2 out of 10","0.534079","5 out of 10","3 out of 9","5 out of 10","0.363","2 out of 10","0 out of 9","2 out of 10","1.739","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.929","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","Sleepy Hollow","NY","10591","WESTCHESTER","0.852807","4 out of 10","Not Available","4 out of 10","0.870988","0 out of 10","0 out of 9","0 out of 10","0.910831","10 out of 10","9 out of 9","10 out of 10","0.574160","3 out of 10","0 out of 9","3 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","0.346","6 out of 10","6 out of 9","6 out of 10","0 out of 10","1.708","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","Newburgh","NY","12550","ORANGE","0.854220","5 out of 10","5 out of 9","5 out of 10","0.877463","0 out of 10","0 out of 9","0 out of 10","0.881868","0 out of 10","3 out of 9","3 out of 10","0.355254","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","0.814","0 out of 10","6 out of 9","6 out of 10","0 out of 10","1.459","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","Clifton Springs","NY","14432","ONTARIO","0.857075","Not Available","Not Available","Not Available","0.874254","0 out of 10","0 out of 9","0 out of 10","0.872032","0 out of 10","0 out of 9","0 out of 10","0.475786","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330267","NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL","1980 CROMPOND ROAD","Cortlandt Manor","NY","10567","WESTCHESTER","0.854866","5 out of 10","4 out of 9","5 out of 10","0.889338","4 out of 10","6 out of 9","6 out of 10","0.897673","7 out of 10","6 out of 9","7 out of 10","0.682721","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","0.943","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.745","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","New York","NY","10021","NEW YORK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.395911","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","Carmel","NY","10512","PUTNAM","0.875127","10 out of 10","Not Available","10 out of 10","0.884237","2 out of 10","3 out of 9","3 out of 10","0.884966","1 out of 10","0 out of 9","1 out of 10","0.534441","5 out of 10","3 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","1.369","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","Gloversville","NY","12078","FULTON","0.867356","Not Available","Not Available","Not Available","0.873574","0 out of 10","0 out of 9","0 out of 10","0.867449","0 out of 10","0 out of 9","0 out of 10","0.550889","4 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330277","CORNING HOSPITAL","1 GUTHRIE DRIVE","Corning","NY","14830","STEUBEN","0.873426","10 out of 10","Not Available","10 out of 10","0.901813","10 out of 10","9 out of 9","10 out of 10","0.900479","8 out of 10","0 out of 9","8 out of 10","0.293798","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.000","10 out of 10","Not Available","10 out of 10","10 out of 10","0.000","10 out of 10","Not Available","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"330279","MERCY HOSPITAL OF BUFFALO","565 ABBOTT ROAD","Buffalo","NY","14220","ERIE","0.837714","0 out of 10","0 out of 9","0 out of 10","0.856674","0 out of 10","0 out of 9","0 out of 10","0.887348","2 out of 10","0 out of 9","2 out of 10","0.538075","5 out of 10","8 out of 9","8 out of 10","0.216","5 out of 10","7 out of 9","7 out of 10","2.455","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1.688","0 out of 10","0 out of 9","0 out of 10","1.233","0 out of 10","0 out of 9","0 out of 10"
