Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,Preventive Condition/Procedure Score
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","San Bernardino","CA","92411","SAN BERNARDINO","0.97267","8 out of 10","3 out of 9","8 out of 10","8"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","Milton","FL","32570","SANTA ROSA","0.99054","10 out of 10","0 out of 9","10 out of 10","10"
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST","Coldwater","MI","49036","BRANCH","0.95238","6 out of 10","5 out of 9","6 out of 10","6"
"370002","ALLIANCEHEALTH WOODWARD","900 17TH STREET","Woodward","OK","73801","WOODWARD","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","3001 BROADMOOR BLVD NE","Rio Rancho","NM","87144","SANDOVAL","0.70383","0 out of 10","Not Available","0 out of 10","0"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","Geneva","NY","14456","ONTARIO","0.89431","0 out of 10","2 out of 9","2 out of 10","2"
"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD","Medford","OR","97504","JACKSON","0.95856","6 out of 10","6 out of 9","6 out of 10","6"
"050541","KAISER FOUNDATION HOSPITAL - REDWOOD CITY","1100 VETERANS BOULEVARD","Redwood City","CA","94063","SAN MATEO","0.97727","8 out of 10","7 out of 9","8 out of 10","8"
"380075","PROVIDENCE MEDFORD MEDICAL CENTER","1111 CRATER LAKE AVENUE","Medford","OR","97504","JACKSON","0.74329","0 out of 10","0 out of 9","0 out of 10","0"
"220074","SOUTHCOAST HOSPITAL GROUP, INC","363 HIGHLAND AVENUE","Fall River","MA","02720","BRISTOL","0.95230","6 out of 10","0 out of 9","6 out of 10","6"
"050744","ANAHEIM GLOBAL MEDICAL CENTER","1025 S ANAHEIM BLVD","Anaheim","CA","92805","ORANGE","0.85441","0 out of 10","4 out of 9","4 out of 10","4"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","Birmingham","AL","35243","JEFFERSON","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450152","METROPLEX HOSPITAL","2201 S CLEAR CREEK ROAD","Killeen","TX","76542","BELL","0.97679","8 out of 10","9 out of 9","9 out of 10","9"
"420078","GHS GREENVILLE MEMORIAL HOSPITAL","701 GROVE RD","Greenville","SC","29605","GREENVILLE","0.88506","0 out of 10","0 out of 9","0 out of 10","0"
"240006","OLMSTED MEDICAL CENTER","1650 FOURTH STREET SOUTHEAST","Rochester","MN","55904","OLMSTED","0.97225","8 out of 10","7 out of 9","8 out of 10","8"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","Elizabeth City ","NC","27909","PASQUOTANK","0.95349","6 out of 10","0 out of 9","6 out of 10","6"
"050770","LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA","28062 BAXTER ROAD","Murrieta","CA","92563","RIVERSIDE","0.89711","0 out of 10","0 out of 9","0 out of 10","0"
"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","Paterson","NJ","07503","PASSAIC","0.96465","7 out of 10","8 out of 9","8 out of 10","8"
"250019","MEMORIAL HOSPITAL AT GULFPORT","4500 13TH ST-P O BOX 1810","Gulfport","MS","39502","HARRISON","0.92066","2 out of 10","0 out of 9","2 out of 10","2"
"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","Lake Jackson","TX","77566","BRAZORIA","0.92255","2 out of 10","5 out of 9","5 out of 10","5"
"230092","HENRY FORD ALLEGIANCE HEALTH","205 N EAST AVE","Jackson","MI","49201","JACKSON","0.97450","8 out of 10","8 out of 9","8 out of 10","8"
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","Matthews","NC","28105","MECKLENBURG","0.98339","9 out of 10","9 out of 9","9 out of 10","9"
"390036","HERITAGE VALLEY BEAVER","1000 DUTCH RIDGE ROAD","Beaver","PA","15009","BEAVER","0.97838","8 out of 10","8 out of 9","8 out of 10","8"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","Soldotna","AK","99669","KENAI-COOK INLET","0.97071","8 out of 10","1 out of 9","8 out of 10","8"
"390145","EXCELA HEALTH WESTMORELAND HOSPITAL","532 WEST PITTSBURGH STREET","Greensburg","PA","15601","WESTMORELAND","0.96949","7 out of 10","8 out of 9","8 out of 10","8"
"250017","TRACE REGIONAL HOSP AND SWING BED","1002 EAST MADISON STREET","Houston","MS","38851","CHICKASAW","0.68182","0 out of 10","3 out of 9","3 out of 10","3"
"100072","FLORIDA HOSPITAL FISH MEMORIAL","1055 SAXON BLVD","Orange City","FL","32763","VOLUSIA","0.97770","8 out of 10","8 out of 9","8 out of 10","8"
"230104","HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET","Detroit","MI","48201","WAYNE","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"310041","COMMUNITY MEDICAL CENTER","99 RT 37 WEST","Toms River","NJ","08755","OCEAN","0.93715","4 out of 10","6 out of 9","6 out of 10","6"
"140160","FHN MEMORIAL HOSPITAL","1045 WEST STEPHENSON STREET","Freeport","IL","61032","STEPHENSON","0.98826","9 out of 10","9 out of 9","9 out of 10","9"
"060031","CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","2222 N NEVADA AVE","Colorado Springs","CO","80907","EL PASO","0.97183","8 out of 10","7 out of 9","8 out of 10","8"
"440227","TRISTAR STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","Smyrna","TN","37167","RUTHERFORD","0.98347","9 out of 10","9 out of 9","9 out of 10","9"
"520189","AURORA MEDICAL CTR KENOSHA","10400 75TH ST","Kenosha","WI","53142","KENOSHA","0.99561","10 out of 10","9 out of 9","10 out of 10","10"
"390192","TYLER MEMORIAL HOSPITAL","5950 STATE ROUTE 6 WEST","Tunkhannock","PA","18657","WYOMING","0.99315","10 out of 10","9 out of 9","10 out of 10","10"
"050007","MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","Burlingame","CA","94010","SAN MATEO","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"270017","ST JAMES HEALTHCARE","400 S CLARK ST","Butte","MT","59701","SILVER BOW","0.91268","1 out of 10","3 out of 9","3 out of 10","3"
"110161","NORTHSIDE HOSPITAL","1000 JOHNSON FERRY ROAD, NE","Atlanta","GA","30342","FULTON","0.97130","8 out of 10","0 out of 9","8 out of 10","8"
"230035","SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS","615 S BOWER STREET","Greenville","MI","48838","MONTCALM","0.98485","9 out of 10","9 out of 9","9 out of 10","9"
"460019","UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH","Roosevelt","UT","84066","DUCHESNE","0.93907","4 out of 10","7 out of 9","7 out of 10","7"
"120026","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD","Aiea","HI","96701","HONOLULU","0.99647","10 out of 10","9 out of 9","10 out of 10","10"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","Selma","AL","36701","DALLAS","0.99597","10 out of 10","9 out of 9","10 out of 10","10"
"450200","WADLEY REGIONAL MEDICAL CENTER","1000 PINE STREET","Texarkana","TX","75501","BOWIE","0.98249","9 out of 10","9 out of 9","9 out of 10","9"
"520009","ST ELIZABETH HOSPITAL","1506 S ONEIDA ST","Appleton","WI","54915","OUTAGAMIE","0.95789","6 out of 10","5 out of 9","6 out of 10","6"
"450231","BAPTIST ST ANTHONY'S HOSPITAL","1600 WALLACE BLVD","Amarillo","TX","79106","POTTER","0.99629","10 out of 10","9 out of 9","10 out of 10","10"
"050278","PROVIDENCE HOLY CROSS MEDICAL CENTER","15031 RINALDI ST","Mission Hills","CA","91346","LOS ANGELES","0.94904","5 out of 10","8 out of 9","8 out of 10","8"
"110054","FLOYD MEDICAL CENTER","304 TURNER MCCALL BLVD P O BOX 233","Rome","GA","30162","FLOYD","0.98747","9 out of 10","0 out of 9","9 out of 10","9"
"240052","LAKE REGION HEALTHCARE CORPORATION","712 SOUTH CASCADE","Fergus Falls","MN","56537","OTTER TAIL","0.94096","4 out of 10","4 out of 9","4 out of 10","4"
"380102","SACRED HEART MEDICAL CENTER - RIVERBEND","3333 RIVERBEND DRIVE","Springfield","OR","97477","LANE","0.93322","3 out of 10","7 out of 9","7 out of 10","7"
"310054","HACKENSACK-UMC MOUNTAINSIDE","BAY AND HIGHLAND AVE","Montclair","NJ","07042","ESSEX","0.95473","6 out of 10","6 out of 9","6 out of 10","6"
"070011","CHARLOTTE HUNGERFORD HOSPITAL","540 LITCHFIELD ST","Torrington","CT","06790","LITCHFIELD","0.88955","0 out of 10","3 out of 9","3 out of 10","3"
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","Winchester","MA","01890","MIDDLESEX","0.91365","1 out of 10","0 out of 9","1 out of 10","1"
"220100","SOUTH SHORE HOSPITAL","55 FOGG ROAD","South Weymouth","MA","02190","NORFOLK","0.95707","6 out of 10","3 out of 9","6 out of 10","6"
"100075","ST JOSEPHS HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","Tampa","FL","33607","HILLSBOROUGH","0.97876","8 out of 10","9 out of 9","9 out of 10","9"
"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","Mineola","NY","11501","NASSAU","0.96477","7 out of 10","6 out of 9","7 out of 10","7"
"490123","RAPPAHANNOCK GENERAL HOSPITAL","101 HARRIS ROAD","Kilmarnock","VA","22482","LANCASTER","0.98141","9 out of 10","7 out of 9","9 out of 10","9"
"070028","ST VINCENT'S MEDICAL CENTER","2800 MAIN ST","Bridgeport","CT","06606","FAIRFIELD","0.95971","6 out of 10","2 out of 9","6 out of 10","6"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","Yuma","AZ","85364","YUMA","0.97065","8 out of 10","8 out of 9","8 out of 10","8"
"140258","ALEXIAN BROTHERS MEDICAL CENTER 1","800 W BIESTERFIELD RD","Elk Grove Village","IL","60007","COOK","0.98140","9 out of 10","8 out of 9","9 out of 10","9"
"360354","WEST CHESTER HOSPITAL, LLC","7700 UNIVERSITY DRIVE","West Chester","OH","45069","BUTLER","0.99327","10 out of 10","9 out of 9","10 out of 10","10"
"380038","PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER","1500 DIVISION STREET","Oregon City","OR","97045","CLACKAMAS","0.72381","0 out of 10","0 out of 9","0 out of 10","0"
"110031","WELLSTAR SPALDING REGIONAL HOSPITAL","601 SOUTH 8TH STREET","Griffin","GA","30223","SPALDING","0.98582","9 out of 10","9 out of 9","9 out of 10","9"
"370008","NORMAN REGIONAL HOSPITAL AUTHORITY","901 NORTH PORTER","Norman","OK","73070","CLEVELAND","0.98651","9 out of 10","8 out of 9","9 out of 10","9"
"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","Rockford","IL","61103","WINNEBAGO","0.97125","8 out of 10","8 out of 9","8 out of 10","8"
"440003","SUMNER REGIONAL MEDICAL CENTER","555 HARTSVILLE PIKE","Gallatin","TN","37066","SUMNER","0.94662","5 out of 10","0 out of 9","5 out of 10","5"
"200001","ST JOSEPH HOSPITAL","360 BROADWAY","Bangor","ME","04401","PENOBSCOT","0.95733","6 out of 10","0 out of 9","6 out of 10","6"
"050002","ST ROSE HOSPITAL","27200 CALAROGA AVE","Hayward","CA","94545","ALAMEDA","0.98004","9 out of 10","8 out of 9","9 out of 10","9"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","Montgomery","AL","36116","MONTGOMERY","0.96445","7 out of 10","8 out of 9","8 out of 10","8"
"230259","ST JOSEPH MERCY CHELSEA","775 S MAIN ST","Chelsea","MI","48118","WASHTENAW","0.97231","8 out of 10","7 out of 9","8 out of 10","8"
"190005","UNIVERSITY MEDICAL CENTER NEW ORLEANS","2000 CANAL STREET","New Orleans","LA","70112","ORLEANS","0.80795","0 out of 10","6 out of 9","6 out of 10","6"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","1900 SILVER CROSS BLVD","New Lenox","IL","60451","WILL","0.98635","9 out of 10","7 out of 9","9 out of 10","9"
"170123","WESLEY MEDICAL CENTER","550 N HILLSIDE STREET","Wichita","KS","67214","SEDGWICK","0.99819","10 out of 10","9 out of 9","10 out of 10","10"
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","Sonoma","CA","95476","SONOMA","0.93443","4 out of 10","3 out of 9","4 out of 10","4"
"310051","OVERLOOK MEDICAL CENTER","99 BEAUVOIR AVENUE","Summit","NJ","07902","UNION","0.97121","8 out of 10","5 out of 9","8 out of 10","8"
"440185","TENNOVA HEALTHCARE-CLEVELAND","2305 CHAMBLISS AVE NW","Cleveland","TN","37311","BRADLEY","0.94718","5 out of 10","0 out of 9","5 out of 10","5"
"520033","ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC","410 DEWEY ST","Wisconsin Rapids","WI","54495","WOOD","0.97119","8 out of 10","8 out of 9","8 out of 10","8"
"060008","SAN LUIS VALLEY HEALTH","106 BLANCA AVE","Alamosa","CO","81101","ALAMOSA","0.79508","0 out of 10","3 out of 9","3 out of 10","3"
"440151","SAINT THOMAS RIVER PARK HOSPITAL","1559 SPARTA STREET","Mcminnville","TN","37110","WARREN","0.96358","7 out of 10","8 out of 9","8 out of 10","8"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","Tucson","AZ","85741","PIMA","0.96296","7 out of 10","6 out of 9","7 out of 10","7"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","Carmel","NY","10512","PUTNAM","0.99286","10 out of 10","9 out of 9","10 out of 10","10"
"280081","CHI HEALTH IMMANUEL","6901 NORTH 72ND ST","Omaha","NE","68122","DOUGLAS","0.98046","9 out of 10","7 out of 9","9 out of 10","9"
"490067","SOUTHSIDE REGIONAL MEDICAL CENTER","200 MEDICAL PARK BOULEVARD","Petersburg","VA","23805","PETERSBURG CITY","0.97450","8 out of 10","8 out of 9","8 out of 10","8"
"190040","SLIDELL MEMORIAL HOSPITAL","1001 GAUSE BLVD","Slidell","LA","70458","ST. TAMMANY","0.98812","9 out of 10","9 out of 9","9 out of 10","9"
"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","Dothan","AL","36301","HOUSTON","0.95387","6 out of 10","6 out of 9","6 out of 10","6"
"050179","EMANUEL MEDICAL CENTER","825 DELBON AVE","Turlock","CA","95382","STANISLAUS","0.96404","7 out of 10","0 out of 9","7 out of 10","7"
"190008","TERREBONNE GENERAL MEDICAL CENTER","8166 MAIN STREET","Houma","LA","70360","TERREBONNE","0.95158","5 out of 10","2 out of 9","5 out of 10","5"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","Palm Coast","FL","32164","FLAGLER","0.95591","6 out of 10","0 out of 9","6 out of 10","6"
"150090","FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","Dyer","IN","46311","LAKE","0.96325","7 out of 10","8 out of 9","8 out of 10","8"
"150160","ORTHOINDY HOSPITAL","8400 NORTHWEST BLVD","Indianapolis","IN","46278","MARION","0.79375","0 out of 10","6 out of 9","6 out of 10","6"
"060004","PLATTE VALLEY MEDICAL CENTER","1600 PRAIRIE CENTER PARKWAY","Brighton","CO","80601","ADAMS","0.96786","7 out of 10","7 out of 9","7 out of 10","7"
"220012","CAPE COD HOSPITAL","88 LEWIS BAY ROAD","Hyannis","MA","02601","BARNSTABLE","0.96637","7 out of 10","8 out of 9","8 out of 10","8"
"670023","METHODIST MANSFIELD MEDICAL CENTER","2700 E BROAD STREET","Mansfield","TX","76063","TARRANT","0.94808","5 out of 10","2 out of 9","5 out of 10","5"
"190125","ST FRANCIS MEDICAL CENTER","309 JACKSON STREET","Monroe","LA","71201","OUACHITA","0.92216","2 out of 10","0 out of 9","2 out of 10","2"
"280133","NEBRASKA SPINE HOSPITAL, LLC","P O BOX 34400, 6901 NORTH 72ND ST, STE 20300","Omaha","NE","68122","DOUGLAS","0.91401","1 out of 10","0 out of 9","1 out of 10","1"
"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","Cape Coral","FL","33990","LEE","0.93110","3 out of 10","7 out of 9","7 out of 10","7"
"100314","WEST KENDALL BAPTIST HOSPITAL","9555 SW 162 AVE","Miami","FL","33196","DADE","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET","Gettysburg","PA","17325","ADAMS","0.94664","5 out of 10","0 out of 9","5 out of 10","5"
"670055","METHODIST STONE OAK HOSPITAL","1139 E SONTERRA BLVD","San Antonio","TX","78258","BEXAR","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"380037","PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE","Newberg","OR","97132","YAMHILL","0.75899","0 out of 10","0 out of 9","0 out of 10","0"
"490079","MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","320 HOSPITAL DRIVE","Martinsville","VA","24115","HENRY","0.99107","10 out of 10","9 out of 9","10 out of 10","10"
"040002","JOHNSON REGIONAL MEDICAL CENTER","1100 EAST POPLAR STREET","Clarksville","AR","72830","JOHNSON","0.97009","7 out of 10","7 out of 9","7 out of 10","7"
"360039","GENESIS HOSPITAL","2951 MAPLE AVENUE","Zanesville","OH","43701","MUSKINGUM","0.87572","0 out of 10","2 out of 9","2 out of 10","2"
"390265","JEFFERSON HOSPITAL","565 COAL VALLEY ROAD","Jefferson Hills","PA","15025","ALLEGHENY","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"460003","SALT LAKE REGIONAL MEDICAL CENTER","1050 EAST SOUTH TEMPLE","Salt Lake City","UT","84102","SALT LAKE","0.99482","10 out of 10","0 out of 9","10 out of 10","10"
"390107","UPMC PASSAVANT","9100 BABCOCK BOULEVARD","Pittsburgh","PA","15237","ALLEGHENY","0.98303","9 out of 10","8 out of 9","9 out of 10","9"
"430005","PRAIRIE LAKES HOSPITAL","401 9TH AVENUE NW  POST OFFICE BOX 1210","Watertown","SD","57201","CODINGTON","0.79138","0 out of 10","1 out of 9","1 out of 10","1"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","Bolivia","NC","28422","BRUNSWICK","0.99783","10 out of 10","9 out of 9","10 out of 10","10"
"380017","LEGACY GOOD SAMARITAN MEDICAL CENTER","1015 NW 22ND AVENUE, W121","Portland","OR","97210","MULTNOMAH","0.93487","4 out of 10","7 out of 9","7 out of 10","7"
"110132","MEMORIAL HOSPITAL AND MANOR","1500 E SHOTWELL STREET","Bainbridge","GA","39819","DECATUR","0.88755","0 out of 10","7 out of 9","7 out of 10","7"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","Phenix City","AL","36867","RUSSELL","0.91223","1 out of 10","5 out of 9","5 out of 10","5"
"160032","SKIFF MEDICAL CENTER","204 N 4TH AVE E","Newton","IA","50208","JASPER","0.97445","8 out of 10","7 out of 9","8 out of 10","8"
"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","Potsdam","NY","13676","ST. LAWRENCE","0.86154","0 out of 10","4 out of 9","4 out of 10","4"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","Port Angeles","WA","98362","CLALLAM","0.92718","3 out of 10","1 out of 9","3 out of 10","3"
"320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","1397 WEIMER ROAD","Taos","NM","87571","TAOS","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"230254","CRITTENTON HOSPITAL MEDICAL CENTER","1101 W UNIVERSITY DRIVE","Rochester","MI","48307","OAKLAND","0.97849","8 out of 10","8 out of 9","8 out of 10","8"
"450289","HARRIS HEALTH SYSTEM","2525 HOLLY HALL","Houston","TX","77054","HARRIS","0.93128","3 out of 10","6 out of 9","6 out of 10","6"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH","301 UNIVERSITY BOULEVARD","Galveston","TX","77555","GALVESTON","0.86722","0 out of 10","1 out of 9","1 out of 10","1"
"460030","ASHLEY REGIONAL MEDICAL CENTER","150 WEST 100 NORTH","Vernal","UT","84078","UINTAH","0.92373","2 out of 10","0 out of 9","2 out of 10","2"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","Summersville","WV","26651","NICHOLAS","0.82716","0 out of 10","0 out of 9","0 out of 10","0"
"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DRIVE","Detroit","MI","48235","WAYNE","0.98239","9 out of 10","8 out of 9","9 out of 10","9"
"330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","Rochester","NY","14621","MONROE","0.97427","8 out of 10","9 out of 9","9 out of 10","9"
"310021","ST FRANCIS MEDICAL CENTER","601 HAMILTON AVE","Trenton","NJ","08629","MERCER","0.99027","10 out of 10","9 out of 9","10 out of 10","10"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","French Camp","CA","95231","SAN JOAQUIN","0.91600","2 out of 10","8 out of 9","8 out of 10","8"
"060100","MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST","Aurora","CO","80012","ARAPAHOE","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"100014","FLORIDA HOSPITAL NEW SMYRNA","401 PALMETTO ST","New Smyrna Beach","FL","32170","VOLUSIA","0.94588","5 out of 10","4 out of 9","5 out of 10","5"
"190015","NORTH OAKS MEDICAL CENTER, L L C","15790 PAUL VEGA MD DRIVE","Hammond","LA","70403","TANGIPAHOA","0.94620","5 out of 10","3 out of 9","5 out of 10","5"
"240010","MAYO CLINIC HOSPITAL ROCHESTER","1216 SECOND STREET SOUTHWEST","Rochester","MN","55902","OLMSTED","0.96581","7 out of 10","8 out of 9","8 out of 10","8"
"330033","CHENANGO MEMORIAL HOSPITAL, INC","179 NORTH BROAD STREET","Norwich","NY","13815","CHENANGO","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"190090","WINN PARISH MEDICAL CENTER","301 W BOUNDARY STREET","Winnfield","LA","71483","WINN","0.91579","2 out of 10","2 out of 9","2 out of 10","2"
"100176","PALM BEACH GARDENS MEDICAL CENTER","3360 BURNS RD","Palm Beach Gardens","FL","33410","PALM BEACH","0.99526","10 out of 10","9 out of 9","10 out of 10","10"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","Pembroke Pines","FL","33028","BROWARD","0.99794","10 out of 10","9 out of 9","10 out of 10","10"
"040076","BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","1001 SCHNEIDER DRIVE","Malvern","AR","72104","HOT SPRING","0.99407","10 out of 10","9 out of 9","10 out of 10","10"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","Rolla","MO","65401","PHELPS","0.90025","0 out of 10","0 out of 9","0 out of 10","0"
"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","Mount Pleasant","TX","75455","TITUS","0.93993","4 out of 10","8 out of 9","8 out of 10","8"
"670067","BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON","707 HIGHLANDER BLVD","Arlington","TX","76015","TARRANT","0.96894","7 out of 10","5 out of 9","7 out of 10","7"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","Fort Pierce","FL","34950","ST. LUCIE","0.99828","10 out of 10","9 out of 9","10 out of 10","10"
"280065","GREAT PLAINS HEALTH","601 WEST LEOTA ST","North Platte","NE","69101","LINCOLN","0.96280","7 out of 10","7 out of 9","7 out of 10","7"
