"Hospital_Name","PROVIDER ID","State","Fiscal Year","Domain_1_Score","Domain_1_Score_Footnote","Domain_1_Start_Date","Domain_1_End_Date","AHRQ_PSI_90_Score","AHRQ_PSI_90_Score_Footnote","Domain_2_Score","Domain_2_Score_Footnote","CLABSI_Score","CLABSI_Score_Footnote","CAUTI_Score","CAUTI_Score_Footnote","SSI_Score","SSI_Score_Footnote","Domain_2_Start_Date","Domain_2_End_Date","TOTAL_HAC_SCORE","Total_HAC_Score_Footnote"
CLIFTON SPRINGS HOSPITAL AND CLINIC,330265,NY,2016,4.0000,,07012012,06302014,4.0000,,7.5000,,N/A,,5,,10,,01012013,12312014,6.6250,
HUDSON VALLEY HOSPITAL CENTER,330267,NY,2016,10.0000,,07012012,06302014,10.0000,,2.6667,,1,,4,,3,,01012013,12312014,4.5000,
COBLESKILL REGIONAL HOSPITAL,330268,NY,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
HOSPITAL FOR SPECIAL SURGERY,330270,NY,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
PUTNAM HOSPITAL CENTER,330273,NY,2016,9.0000,,07012012,06302014,9.0000,,3.3333,,1,,5,,4,,01012013,12312014,4.7500,
NATHAN LITTAUER HOSPITAL,330276,NY,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.7500,
CORNING HOSPITAL,330277,NY,2016,1.0000,,07012012,06302014,1.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.0000,
MERCY HOSPITAL,330279,NY,2016,8.0000,,07012012,06302014,8.0000,,7.0000,,3,,9,,9,,01012013,12312014,7.2500,
STRONG MEMORIAL HOSPITAL,330285,NY,2016,5.0000,,07012012,06302014,5.0000,,7.3333,,6,,8,,8,,01012013,12312014,6.7500,
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,2016,9.0000,,07012012,06302014,9.0000,,7.0000,,5,,10,,6,,01012013,12312014,7.5000,
WHITE PLAINS HOSPITAL CENTER,330304,NY,2016,8.0000,,07012012,06302014,8.0000,,7.0000,,7,,9,,5,,01012013,12312014,7.2500,
LUTHERAN MEDICAL CENTER,330306,NY,2016,9.0000,,07012012,06302014,9.0000,,7.0000,,7,,6,,8,,01012013,12312014,7.5000,
CAYUGA MEDICAL CENTER AT ITHACA,330307,NY,2016,7.0000,,07012012,06302014,7.0000,,7.3333,,10,,2,,10,,01012013,12312014,7.2500,
NS/LIJ HS PLAINVIEW HOSPITAL,330331,NY,2016,9.0000,,07012012,06302014,9.0000,,5.6667,,1,,8,,8,,01012013,12312014,6.5000,
CHSLI ST JOSEPH HOSPITAL,330332,NY,2016,7.0000,,07012012,06302014,7.0000,,7.6667,,5,,10,,8,,01012013,12312014,7.5000,
SOUTHAMPTON HOSPITAL,330340,NY,2016,7.0000,,07012012,06302014,7.0000,,2.6667,,1,,5,,2,,01012013,12312014,3.7500,
SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,330350,NY,2016,10.0000,,07012012,06302014,10.0000,,3.6667,,5,,2,,4,,01012013,12312014,5.2500,
NS/LIJ HS-NORTH SHORE UNIV HOSP AT FOREST HILLS,330353,NY,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,3,,6,,6,,01012013,12312014,4.0000,
FRANKLIN HOSPITAL,330372,NY,2016,2.0000,,07012012,06302014,2.0000,,6.0000,,8,,6,,4,,01012013,12312014,5.0000,
NORTH CENTRAL BRONX HOSPITAL,330385,NY,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,1,,7,,N/A,,01012013,12312014,4.0000,
CATSKILL REGIONAL MEDICAL CENTER,330386,NY,2016,10.0000,,07012012,06302014,10.0000,,4.6667,,9,,4,,1,,01012013,12312014,6.0000,
ROCKEFELLER UNIVERSITY HOSPITAL,330387,NY,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
SUNY/STONY BROOK UNIVERSITY HOSPITAL,330393,NY,2016,10.0000,,07012012,06302014,10.0000,,9.0000,,8,,10,,9,,01012013,12312014,9.2500,
"UNITED HEALTH SERVICES HOSPITALS, INC",330394,NY,2016,8.0000,,07012012,06302014,8.0000,,5.6667,,6,,3,,8,,01012013,12312014,6.2500,
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,330395,NY,2016,9.0000,,07012012,06302014,9.0000,,7.3333,,10,,2,,10,,01012013,12312014,7.7500,
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,NY,2016,2.0000,,07012012,06302014,2.0000,,7.6667,,10,,6,,7,,01012013,12312014,6.2500,
INTERFAITH MEDICAL CENTER,330397,NY,2016,4.0000,,07012012,06302014,4.0000,,3.0000,,6,,2,,1,,01012013,12312014,3.2500,
ST BARNABAS HOSPITAL,330399,NY,2016,8.0000,,07012012,06302014,8.0000,,7.6667,,5,,8,,10,,01012013,12312014,7.7500,
ST CATHERINE OF SIENA HOSPITAL,330401,NY,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,7,,9,,3,,01012013,12312014,5.5000,
MONROE COMMUNITY HOSPITAL,330403,NY,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,330404,NY,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
HELEN HAYES HOSPITAL,330405,NY,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,330406,NY,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
TRI-TOWN REGIONAL HEALTHCARE,330408,NY,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
BURDETT CARE CENTER,330409,NY,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
CAROLINAS MEDICAL CENTER-NORTHEAST,340001,NC,2016,3.0000,,07012012,06302014,3.0000,,7.3333,,6,,10,,6,,01012013,12312014,6.2500,
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,340002,NC,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,5,,5,,5,,01012013,12312014,4.2500,
NORTHERN HOSPITAL OF SURRY COUNTY,340003,NC,2016,5.0000,,07012012,06302014,5.0000,,5.0000,,N/A,,1,,9,,01012013,12312014,5.0000,
HIGH POINT REGIONAL HEALTH SYSTEM,340004,NC,2016,4.0000,,07012012,06302014,4.0000,,5.6667,,10,,5,,2,,01012013,12312014,5.2500,
SCOTLAND MEMORIAL HOSPITAL,340008,NC,2016,1.0000,,07012012,06302014,1.0000,,8.0000,,N/A,,N/A,,8,,01012013,12312014,6.2500,
WAYNE MEMORIAL HOSPITAL,340010,NC,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,4,,7,,4,,01012013,12312014,4.0000,
RUTHERFORD REGIONAL MEDICAL CENTER,340013,NC,2016,7.0000,,07012012,06302014,7.0000,,10.0000,,N/A,,10,,10,,01012013,12312014,9.2500,
NOVANT HEALTH FORSYTH MEDICAL CENTER,340014,NC,2016,5.0000,,07012012,06302014,5.0000,,6.3333,,5,,7,,7,,01012013,12312014,6.0000,
NOVANT HEALTH ROWAN MEDICAL CENTER,340015,NC,2016,5.0000,,07012012,06302014,5.0000,,7.3333,,6,,7,,9,,01012013,12312014,6.7500,
DLP HARRIS REGIONAL HOSPITAL,340016,NC,2016,8.0000,,07012012,06302014,8.0000,,4.6667,,1,,4,,9,,01012013,12312014,5.5000,
MARGARET R PARDEE MEMORIAL HOSPITAL,340017,NC,2016,4.0000,,07012012,06302014,4.0000,,2.0000,,N/A,,3,,1,,01012013,12312014,2.5000,
CENTRAL CAROLINA HOSPITAL,340020,NC,2016,6.0000,,07012012,06302014,6.0000,,2.3333,,4,,1,,2,,01012013,12312014,3.2500,
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,340021,NC,2016,6.0000,,07012012,06302014,6.0000,,8.3333,,9,,6,,10,,01012013,12312014,7.7500,
PARK RIDGE HEALTH,340023,NC,2016,1.0000,,07012012,06302014,1.0000,,4.6667,,8,,3,,3,,01012013,12312014,3.7500,
SAMPSON REGIONAL MEDICAL CENTER,340024,NC,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.2500,
LENOIR MEMORIAL HOSPITAL,340027,NC,2016,5.0000,,07012012,06302014,5.0000,,9.0000,,10,,8,,9,,01012013,12312014,8.0000,
CAPE FEAR VALLEY MEDICAL CENTER,340028,NC,2016,9.0000,,07012012,06302014,9.0000,,7.0000,,7,,9,,5,,01012013,12312014,7.5000,
DUKE UNIVERSITY HOSPITAL,340030,NC,2016,6.0000,,07012012,06302014,6.0000,,5.0000,,7,,6,,2,,01012013,12312014,5.2500,
"GASTON MEMORIAL HOSPITAL, INC.",340032,NC,2016,2.0000,,07012012,06302014,2.0000,,5.6667,,7,,5,,5,,01012013,12312014,4.7500,
NOVANT HEALTH FRANKLIN MEDICAL CENTER,340036,NC,2016,9.0000,,07012012,06302014,9.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,3.0000,
KINGS MOUNTAIN HOSPITAL,340037,NC,2016,2.0000,,07012012,06302014,2.0000,,3.0000,,N/A,,1,,5,,01012013,12312014,2.7500,
IREDELL MEMORIAL HOSPITAL INC,340039,NC,2016,1.0000,,07012012,06302014,1.0000,,2.6667,,1,,2,,5,,01012013,12312014,2.2500,
VIDANT MEDICAL CENTER,340040,NC,2016,10.0000,,07012012,06302014,10.0000,,7.6667,,7,,10,,6,,01012013,12312014,8.2500,
CALDWELL MEMORIAL HOSPITAL,340041,NC,2016,9.0000,,07012012,06302014,9.0000,,3.3333,,3,,3,,4,,01012013,12312014,4.7500,
ONSLOW MEMORIAL HOSPITAL,340042,NC,2016,3.0000,,07012012,06302014,3.0000,,2.3333,,1,,3,,3,,01012013,12312014,2.5000,
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,2016,10.0000,,07012012,06302014,10.0000,,5.6667,,5,,5,,7,,01012013,12312014,6.7500,
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,10,,10,,6,,01012013,12312014,9.0000,
WATAUGA MEDICAL CENTER,340051,NC,2016,5.0000,,07012012,06302014,5.0000,,3.3333,,1,,2,,7,,01012013,12312014,3.7500,
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,8,,9,,6,,01012013,12312014,8.0000,
MOREHEAD MEMORIAL HOSPITAL,340060,NC,2016,2.0000,,07012012,06302014,2.0000,,3.0000,,N/A,,3,,3,,01012013,12312014,2.7500,
UNIVERSITY OF NORTH CAROLINA HOSPITAL,340061,NC,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,7,,7,,9,,01012013,12312014,8.0000,
WILKES REGIONAL MEDICAL CENTER,340064,NC,2016,6.0000,,07012012,06302014,6.0000,,1.0000,,1,,1,,N/A,,01012013,12312014,2.2500,
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,2016,3.0000,,07012012,06302014,3.0000,,4.0000,,1,,10,,1,,01012013,12312014,3.7500,
"WAKEMED, RALEIGH CAMPUS",340069,NC,2016,10.0000,,07012012,06302014,10.0000,,7.0000,,7,,9,,5,,01012013,12312014,7.7500,
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,2016,5.0000,,07012012,06302014,5.0000,,7.0000,,4,,10,,7,,01012013,12312014,6.5000,
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,2016,2.0000,,07012012,06302014,2.0000,,4.5000,,N/A,,1,,8,,01012013,12312014,3.8750,
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,2016,2.0000,,07012012,06302014,2.0000,,3.3333,,1,,5,,4,,01012013,12312014,3.0000,
CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,340075,NC,2016,3.0000,,07012012,06302014,3.0000,,4.6667,,4,,4,,6,,01012013,12312014,4.2500,
CAROLINAS HEALTH CARE SYSTEM ANSON,340084,NC,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,2016,9.0000,,07012012,06302014,9.0000,,4.0000,,N/A,,3,,5,,01012013,12312014,5.2500,
THE MCDOWELL HOSPITAL,340087,NC,2016,5.0000,,07012012,06302014,5.0000,,3.5000,,N/A,,6,,1,,01012013,12312014,3.8750,
JOHNSTON HEALTH,340090,NC,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,8,,4,,8,,01012013,12312014,5.2500,
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,2016,1.0000,,07012012,06302014,1.0000,,4.6667,,3,,6,,5,,01012013,12312014,3.7500,
LEXINGTON MEDICAL CENTER,340096,NC,2016,6.0000,,07012012,06302014,6.0000,,3.3333,,1,,8,,1,,01012013,12312014,4.0000,
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.2500,
CAROLINAS MEDICAL CENTER-PINEVILLE,340098,NC,2016,2.0000,,07012012,06302014,2.0000,,7.0000,,9,,9,,3,,01012013,12312014,5.7500,
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,2016,6.0000,,07012012,06302014,6.0000,,7.0000,,8,,9,,4,,01012013,12312014,6.7500,
SANDHILLS REGIONAL MEDICAL CENTER,340106,NC,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.7500,
VIDANT EDGECOMBE HOSPITAL,340107,NC,2016,8.0000,,07012012,06302014,8.0000,,3.0000,,1,,3,,5,,01012013,12312014,4.2500,
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,2016,3.0000,,07012012,06302014,3.0000,,5.0000,,5,,9,,1,,01012013,12312014,4.5000,
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,2016,1.0000,,07012012,06302014,1.0000,,7.3333,,5,,9,,8,,01012013,12312014,5.7500,
REX HOSPITAL,340114,NC,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,2,,5,,7,,01012013,12312014,4.0000,
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,2016,8.0000,,07012012,06302014,8.0000,,4.3333,,1,,8,,4,,01012013,12312014,5.2500,
FRYE REGIONAL MEDICAL CENTER,340116,NC,2016,3.0000,,07012012,06302014,3.0000,,4.3333,,3,,6,,4,,01012013,12312014,4.0000,
STANLY REGIONAL MEDICAL CENTER,340119,NC,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,5,,3,,4,,01012013,12312014,4.0000,
VIDANT DUPLIN HOSPITAL,340120,NC,2016,5.0000,,07012012,06302014,5.0000,,9.0000,,N/A,,9,,N/A,,01012013,12312014,8.0000,
RANDOLPH HOSPITAL,340123,NC,2016,1.0000,,07012012,06302014,1.0000,,4.6667,,5,,3,,6,,01012013,12312014,3.7500,
WILSON MEDICAL CENTER,340126,NC,2016,1.0000,,07012012,06302014,1.0000,,8.3333,,10,,6,,9,,01012013,12312014,6.5000,
GRANVILLE HEALTH SYSTEMS,340127,NC,2016,9.0000,,07012012,06302014,9.0000,,1.6667,,1,,3,,1,,01012013,12312014,3.5000,
LAKE NORMAN REGIONAL MEDICAL CENTER,340129,NC,2016,8.0000,,07012012,06302014,8.0000,,2.0000,,1,,3,,2,,01012013,12312014,3.5000,
CAROLINAS MEDICAL CENTER-UNION,340130,NC,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,6,,9,,4,,01012013,12312014,5.5000,
CAROLINA EAST MEDICAL CENTER,340131,NC,2016,1.0000,,07012012,06302014,1.0000,,4.3333,,1,,8,,4,,01012013,12312014,3.5000,
MARIA PARHAM MEDICAL CENTER,340132,NC,2016,9.0000,,07012012,06302014,9.0000,,2.6667,,1,,2,,5,,01012013,12312014,4.2500,
MARTIN GENERAL HOSPITAL,340133,NC,2016,3.0000,,07012012,06302014,3.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.5000,
NEW HANOVER REGIONAL MEDICAL CENTER,340141,NC,2016,10.0000,,07012012,06302014,10.0000,,3.6667,,5,,4,,2,,01012013,12312014,5.2500,
CARTERET GENERAL HOSPITAL,340142,NC,2016,4.0000,,07012012,06302014,4.0000,,7.3333,,10,,6,,6,,01012013,12312014,6.5000,
CATAWBA VALLEY MEDICAL CENTER,340143,NC,2016,9.0000,,07012012,06302014,9.0000,,5.3333,,4,,9,,3,,01012013,12312014,6.2500,
DAVIS REGIONAL MEDICAL CENTER,340144,NC,2016,3.0000,,07012012,06302014,3.0000,,8.0000,,10,,4,,10,,01012013,12312014,6.7500,
CAROLINAS HEALTHCARE SYSTEM LINCOLN,340145,NC,2016,2.0000,,07012012,06302014,2.0000,,6.0000,,5,,5,,8,,01012013,12312014,5.0000,
NASH GENERAL HOSPITAL,340147,NC,2016,10.0000,,07012012,06302014,10.0000,,6.6667,,3,,8,,9,,01012013,12312014,7.5000,
NOVANT HEALTH PARK HOSPITAL,340148,NC,2016,1.0000,,07012012,06302014,1.0000,,7.0000,,N/A,,N/A,,7,,01012013,12312014,5.5000,
HALIFAX REGIONAL MEDICAL CENTER INC,340151,NC,2016,5.0000,,07012012,06302014,5.0000,,7.0000,,9,,9,,3,,01012013,12312014,6.5000,
DUKE REGIONAL HOSPITAL,340155,NC,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,6,,8,,5,,01012013,12312014,5.0000,
CHEROKEE INDIAN HOSPITAL AUTHORITY,340156,NC,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,340158,NC,2016,2.0000,,07012012,06302014,2.0000,,2.0000,,N/A,,1,,3,,01012013,12312014,2.0000,
PERSON MEMORIAL HOSPITAL,340159,NC,2016,9.0000,,07012012,06302014,9.0000,,3.5000,,N/A,,1,,6,,01012013,12312014,4.8750,
CAROLINAS MED CTR-UNIVERSITY,340166,NC,2016,2.0000,,07012012,06302014,2.0000,,7.6667,,7,,10,,6,,01012013,12312014,6.2500,
WILMINGTON TREATMENT CENTER,340168,NC,2016,7.0000,,07012012,06302014,7.0000,,10.0000,18,10,18,10,18,10,18,01012013,12312014,9.2500,
PRESBYTERIAN HOSPITAL MATTHEWS,340171,NC,2016,2.0000,,07012012,06302014,2.0000,,6.3333,,1,,9,,9,,01012013,12312014,5.2500,
"WAKEMED, CARY HOSPITAL",340173,NC,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,10,,8,,5,,01012013,12312014,8.0000,
NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,340183,NC,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,6,,3,,3,,01012013,12312014,4.0000,
HAYWOOD REGIONAL MEDICAL CENTER,340184,NC,2016,9.0000,,07012012,06302014,9.0000,,3.0000,,1,,1,,7,,01012013,12312014,4.5000,
VIDANT BEAUFORT HOSPITAL,340186,NC,2016,5.0000,,07012012,06302014,5.0000,,8.0000,,N/A,,N/A,,8,,01012013,12312014,7.2500,
DAVIE MEDICAL CENTER,340187,NC,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
CAPE FEAR VALLEY HOKE HOSPITAL,340188,NC,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
ST ALEXIUS MEDICAL CENTER,350002,ND,2016,3.0000,,07012012,06302014,3.0000,,6.0000,,5,,7,,6,,01012013,12312014,5.2500,
TRINITY HOSPITALS,350006,ND,2016,7.0000,,07012012,06302014,7.0000,,5.6667,,3,,4,,10,,01012013,12312014,6.0000,
SANFORD HEALTH SYSTEM,350011,ND,2016,6.0000,,07012012,06302014,6.0000,,6.6667,,6,,5,,9,,01012013,12312014,6.5000,
SANFORD MEDICAL CENTER BISMARCK,350015,ND,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,5,,4,,6,,01012013,12312014,4.7500,
ALTRU HOSPITAL,350019,ND,2016,9.0000,,07012012,06302014,9.0000,,2.6667,,3,,2,,3,,01012013,12312014,4.2500,
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,350063,ND,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,350064,ND,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
ESSENTIA HEALTH,350070,ND,2016,8.0000,,07012012,06302014,8.0000,,6.6667,,8,,10,,2,,01012013,12312014,7.0000,
MERCY HOSPITAL ANDERSON,360001,OH,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,6,,9,,5,,01012013,12312014,5.2500,
SAMARITAN REGIONAL HEALTH SYSTEM,360002,OH,2016,2.0000,,07012012,06302014,2.0000,,10.0000,,N/A,,N/A,,10,,01012013,12312014,8.0000,
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",360003,OH,2016,10.0000,,07012012,06302014,10.0000,,5.3333,,6,,7,,3,,01012013,12312014,6.5000,
RIVERSIDE METHODIST HOSPITAL,360006,OH,2016,8.0000,,07012012,06302014,8.0000,,6.0000,,3,,8,,7,,01012013,12312014,6.5000,
SOUTHERN OHIO MEDICAL CENTER,360008,OH,2016,3.0000,,07012012,06302014,3.0000,,2.3333,,1,,4,,2,,01012013,12312014,2.5000,
LIMA MEMORIAL HEALTH SYSTEM,360009,OH,2016,1.0000,,07012012,06302014,1.0000,,2.0000,,3,,2,,1,,01012013,12312014,1.7500,
UNION HOSPITAL,360010,OH,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,1,,5,,8,,01012013,12312014,4.0000,
MARION GENERAL HOSPITAL,360011,OH,2016,1.0000,,07012012,06302014,1.0000,,1.3333,,1,,2,,1,,01012013,12312014,1.2500,
MOUNT CARMEL ST ANN'S,360012,OH,2016,10.0000,,07012012,06302014,10.0000,,5.3333,,4,,8,,4,,01012013,12312014,6.5000,
WILSON MEMORIAL HOSPITAL,360013,OH,2016,7.0000,,07012012,06302014,7.0000,,4.5000,,N/A,,1,,8,,01012013,12312014,5.1250,
OHIOHEALTH O'BLENESS HOSPITAL,360014,OH,2016,8.0000,,07012012,06302014,8.0000,,2.5000,,N/A,,1,,4,,01012013,12312014,3.8750,
"JEWISH HOSPITAL, LLC",360016,OH,2016,2.0000,,07012012,06302014,2.0000,,7.3333,,8,,10,,4,,01012013,12312014,6.0000,
GRANT MEDICAL CENTER,360017,OH,2016,7.0000,,07012012,06302014,7.0000,,5.3333,,2,,10,,4,,01012013,12312014,5.7500,
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,360019,OH,2016,8.0000,,07012012,06302014,8.0000,,4.3333,,4,,7,,2,,01012013,12312014,5.2500,
SUMMA HEALTH SYSTEMS HOSPITALS,360020,OH,2016,10.0000,,07012012,06302014,10.0000,,6.0000,,5,,5,,8,,01012013,12312014,7.0000,
FIRELANDS REGIONAL MEDICAL CENTER,360025,OH,2016,1.0000,,07012012,06302014,1.0000,,5.6667,,9,,7,,1,,01012013,12312014,4.5000,
GREENE MEMORIAL HOSPITAL,360026,OH,2016,5.0000,,07012012,06302014,5.0000,,4.6667,,7,,3,,4,,01012013,12312014,4.7500,
AKRON GENERAL MEDICAL CENTER,360027,OH,2016,9.0000,,07012012,06302014,9.0000,,6.6667,,4,,6,,10,,01012013,12312014,7.2500,
WOOD COUNTY HOSPITAL,360029,OH,2016,8.0000,,07012012,06302014,8.0000,,4.5000,,N/A,,1,,8,,01012013,12312014,5.3750,
GRAND LAKE HEALTH SYSTEM,360032,OH,2016,3.0000,,07012012,06302014,3.0000,,9.0000,,N/A,,N/A,,9,,01012013,12312014,7.5000,
MOUNT CARMEL WEST,360035,OH,2016,8.0000,,07012012,06302014,8.0000,,5.3333,,3,,6,,7,,01012013,12312014,6.0000,
WOOSTER COMMUNITY HOSPITAL,360036,OH,2016,6.0000,,07012012,06302014,6.0000,,6.3333,,9,,3,,7,,01012013,12312014,6.2500,
ST VINCENT CHARITY MEDICAL CENTER,360037,OH,2016,7.0000,,07012012,06302014,7.0000,,8.0000,,4,,10,,10,,01012013,12312014,7.7500,
GENESIS HEALTHCARE SYSTEM,360039,OH,2016,1.0000,,07012012,06302014,1.0000,,7.0000,,8,,6,,7,,01012013,12312014,5.5000,
KNOX COMMUNITY HOSPITAL,360040,OH,2016,1.0000,,07012012,06302014,1.0000,,1.5000,,N/A,,1,,2,,01012013,12312014,1.3750,
UNIVERSITY HOSPITALS PARMA MEDICAL CENTER,360041,OH,2016,4.0000,,07012012,06302014,4.0000,,6.3333,,3,,9,,7,,01012013,12312014,5.7500,
WAYNE HEALTHCARE,360044,OH,2016,6.0000,,07012012,06302014,6.0000,,3.0000,,N/A,,5,,1,,01012013,12312014,3.7500,
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,360046,OH,2016,9.0000,,07012012,06302014,9.0000,,5.5000,,N/A,,1,,10,,01012013,12312014,6.3750,
UNIVERSITY OF TOLEDO MEDICAL CENTER,360048,OH,2016,10.0000,,07012012,06302014,10.0000,,7.0000,,4,,7,,10,,01012013,12312014,7.7500,
MIAMI VALLEY HOSPITAL,360051,OH,2016,7.0000,,07012012,06302014,7.0000,,6.3333,,5,,7,,7,,01012013,12312014,6.5000,
GOOD SAMARITAN HOSPITAL,360052,OH,2016,8.0000,,07012012,06302014,8.0000,,5.6667,,8,,6,,3,,01012013,12312014,6.2500,
HOLZER MEDICAL CENTER,360054,OH,2016,10.0000,,07012012,06302014,10.0000,,5.0000,,1,,4,,10,,01012013,12312014,6.2500,
TRUMBULL MEMORIAL HOSPITAL,360055,OH,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,7,,4,,4,,01012013,12312014,4.7500,
MERCY HOSPITAL FAIRFIELD,360056,OH,2016,1.0000,,07012012,06302014,1.0000,,4.3333,,3,,4,,6,,01012013,12312014,3.5000,
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,360058,OH,2016,4.0000,,07012012,06302014,4.0000,,7.0000,,N/A,,N/A,,7,,01012013,12312014,6.2500,
METROHEALTH SYSTEM,360059,OH,2016,10.0000,,07012012,06302014,10.0000,,7.6667,,6,,9,,8,,01012013,12312014,8.2500,
ST ELIZABETH HEALTH CENTER,360064,OH,2016,10.0000,,07012012,06302014,10.0000,,5.3333,,4,,3,,9,,01012013,12312014,6.5000,
FISHER-TITUS HOSPITAL,360065,OH,2016,1.0000,,07012012,06302014,1.0000,,4.5000,,N/A,,8,,1,,01012013,12312014,3.6250,
ST RITA'S MEDICAL CENTER,360066,OH,2016,6.0000,,07012012,06302014,6.0000,,6.0000,,2,,7,,9,,01012013,12312014,6.0000,
PROMEDICA TOLEDO HOSPITAL,360068,OH,2016,7.0000,,07012012,06302014,7.0000,,4.6667,,3,,6,,5,,01012013,12312014,5.2500,
