"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MS","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"MT","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"NC","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"ND","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"NE","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"NH","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"NJ","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"NM","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"NV","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","92","","01/01/2015","09/30/2015"
"NY","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"OH","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"OK","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"OR","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","96","","01/01/2015","09/30/2015"
"PA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"PR","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","92","","01/01/2015","09/30/2015"
"RI","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"SC","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","100","","01/01/2015","09/30/2015"
"SD","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"TN","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"TX","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","97","","01/01/2015","09/30/2015"
"UT","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","100","","01/01/2015","09/30/2015"
"VA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"VI","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","95","","01/01/2015","09/30/2015"
"VT","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","97","","01/01/2015","09/30/2015"
"WA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"WI","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"WV","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"WY","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"AK","Surgical Care Improvement Project","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","100","","01/01/2015","09/30/2015"
"AL","Surgical Care Improvement Project","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","99","","01/01/2015","09/30/2015"
"AR","Surgical Care Improvement Project","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","99","","01/01/2015","09/30/2015"
"AS","Surgical Care Improvement Project","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"AZ","Surgical Care Improvement Project","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","98","","01/01/2015","09/30/2015"
"CA","Surgical Care Improvement Project","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","99","","01/01/2015","09/30/2015"
"CO","Surgical Care Improvement Project","Surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection Higher percentages are better","SCIP_INF_1","99","","01/01/2015","09/30/2015"
